VB:"hoover" VBZ:"hoovers" VBG:"hoovering" VBD:"hoovered" VBN:"hoovered"
VB:"pauperize" VBZ:"pauperizes" VBG:"pauperizing" VBD:"pauperized" VBN:"pauperized"
VB:"pause" VBZ:"pauses" VBG:"pausing" VBD:"paused" VBN:"paused"
VB:"pave" VBZ:"paves" VBG:"paving" VBD:"paved" VBN:"paved"
VB:"paw" VBZ:"paws" VBG:"pawing" VBD:"pawed" VBN:"pawed"
VB:"pawn" VBZ:"pawns" VBG:"pawning" VBD:"pawned" VBN:"pawned"
VB:"pay" VBZ:"pays" VBG:"paying" VBD:"paid" VBN:"paid"
VB:"peach" VBZ:"peaches" VBG:"peaching" VBD:"peached" VBN:"peached"
VB:"peak" VBZ:"peaks" VBG:"peaking" VBD:"peaked" VBN:"peaked"
VB:"peal" VBZ:"peals" VBG:"pealing" VBD:"pealed" VBN:"pealed"
VB:"pearl" VBZ:"pearls" VBG:"pearling" VBD:"pearled" VBN:"pearled"
VB:"peck" VBZ:"pecks" VBG:"pecking" VBD:"pecked" VBN:"pecked"
VB:"peculate" VBZ:"peculates" VBG:"peculating" VBD:"peculated" VBN:"peculated"
VB:"pedal" VBZ:"pedals" VBG:"pedalling" VBD:"pedalled" VBN:"pedalled"
VB:"peddle" VBZ:"peddles" VBG:"peddling" VBD:"peddled" VBN:"peddled"
VB:"pee" VBZ:"pees" VBG:"peeing" VBD:"peed" VBN:"peed"
VB:"peek" VBZ:"peeks" VBG:"peeking" VBD:"peeked" VBN:"peeked"
VB:"peel" VBZ:"peels" VBG:"peeling" VBD:"peeled" VBN:"peeled"
VB:"peep" VBZ:"peeps" VBG:"peeping" VBD:"peeped" VBN:"peeped"
VB:"peer" VBZ:"peers" VBG:"peering" VBD:"peered" VBN:"peered"
VB:"peeve" VBZ:"peeves" VBG:"peeving" VBD:"peeved" VBN:"peeved"
VB:"peg" VBZ:"pegs" VBG:"pegging" VBD:"pegged" VBN:"pegged"
VB:"pelt" VBZ:"pelts" VBG:"pelting" VBD:"pelted" VBN:"pelted"
VB:"pen" VBZ:"pens" VBG:"penning" VBD:"penned" VBN:"penned"
VB:"penalize" VBZ:"penalizes" VBG:"penalizing" VBD:"penalized" VBN:"penalized"
VB:"pencil" VBZ:"pencils" VBG:"pencilling" VBD:"pencilled" VBN:"pencilled"
VB:"penetrate" VBZ:"penetrates" VBG:"penetrating" VBD:"penetrated" VBN:"penetrated"
VB:"pension" VBZ:"pensions" VBG:"pensioning" VBD:"pensioned" VBN:"pensioned"
VB:"people" VBZ:"peoples" VBG:"peopling" VBD:"peopled" VBN:"peopled"
VB:"pep" VBZ:"peps" VBG:"pepping" VBD:"pepped" VBN:"pepped"
VB:"pepper" VBZ:"peppers" VBG:"peppering" VBD:"peppered" VBN:"peppered"
VB:"perambulate" VBZ:"perambulates" VBG:"perambulating" VBD:"perambulated" VBN:"perambulated"
VB:"perceive" VBZ:"perceives" VBG:"perceiving" VBD:"perceived" VBN:"perceived"
VB:"perch" VBZ:"perches" VBG:"perching" VBD:"perched" VBN:"perched"
VB:"percolate" VBZ:"percolates" VBG:"percolating" VBD:"percolated" VBN:"percolated"
VB:"perfect" VBZ:"perfects" VBG:"perfecting" VBD:"perfected" VBN:"perfected"
VB:"perforate" VBZ:"perforates" VBG:"perforating" VBD:"perforated" VBN:"perforated"
VB:"perform" VBZ:"performs" VBG:"performing" VBD:"performed" VBN:"performed"
VB:"perfume" VBZ:"perfumes" VBG:"perfuming" VBD:"perfumed" VBN:"perfumed"
VB:"peril" VBZ:"perils" VBG:"perilling" VBD:"perilled" VBN:"perilled"
VB:"perish" VBZ:"perishes" VBG:"perishing" VBD:"perished" VBN:"perished"
VB:"perjure" VBZ:"perjures" VBG:"perjuring" VBD:"perjured" VBN:"perjured"
VB:"perk" VBZ:"perks" VBG:"perking" VBD:"perked" VBN:"perked"
VB:"perm" VBZ:"perms" VBG:"perming" VBD:"permed" VBN:"permed"
VB:"permeate" VBZ:"permeates" VBG:"permeating" VBD:"permeated" VBN:"permeated"
VB:"permit" VBZ:"permits" VBG:"permitting" VBD:"permitted" VBN:"permitted"
VB:"permute" VBZ:"permutes" VBG:"permuting" VBD:"permuted" VBN:"permuted"
VB:"perpetrate" VBZ:"perpetrates" VBG:"perpetrating" VBD:"perpetrated" VBN:"perpetrated"
VB:"perpetuate" VBZ:"perpetuates" VBG:"perpetuating" VBD:"perpetuated" VBN:"perpetuated"
VB:"perplex" VBZ:"perplexes" VBG:"perplexing" VBD:"perplexed" VBN:"perplexed"
VB:"persecute" VBZ:"persecutes" VBG:"persecuting" VBD:"persecuted" VBN:"persecuted"
VB:"persevere" VBZ:"perseveres" VBG:"persevering" VBD:"persevered" VBN:"persevered"
VB:"persist" VBZ:"persists" VBG:"persisting" VBD:"persisted" VBN:"persisted"
VB:"personalize" VBZ:"personalizes" VBG:"personalizing" VBD:"personalized" VBN:"personalized"
VB:"personate" VBZ:"personates" VBG:"personating" VBD:"personated" VBN:"personated"
VB:"personify" VBZ:"personifies" VBG:"personifying" VBD:"personified" VBN:"personified"
VB:"perspire" VBZ:"perspires" VBG:"perspiring" VBD:"perspired" VBN:"perspired"
VB:"persuade" VBZ:"persuades" VBG:"persuading" VBD:"persuaded" VBN:"persuaded"
VB:"pertain" VBZ:"pertains" VBG:"pertaining" VBD:"pertained" VBN:"pertained"
VB:"perturb" VBZ:"perturbs" VBG:"perturbing" VBD:"perturbed" VBN:"perturbed"
VB:"peruse" VBZ:"peruses" VBG:"perusing" VBD:"perused" VBN:"perused"
VB:"pervade" VBZ:"pervades" VBG:"pervading" VBD:"pervaded" VBN:"pervaded"
VB:"pervert" VBZ:"perverts" VBG:"perverting" VBD:"perverted" VBN:"perverted"
VB:"pester" VBZ:"pesters" VBG:"pestering" VBD:"pestered" VBN:"pestered"
VB:"pestle" VBZ:"pestles" VBG:"pestling" VBD:"pestled" VBN:"pestled"
VB:"pet" VBZ:"pets" VBG:"petting" VBD:"petted" VBN:"petted"
VB:"peter" VBZ:"peters" VBG:"petering" VBD:"petered" VBN:"petered"
VB:"petition" VBZ:"petitions" VBG:"petitioning" VBD:"petitioned" VBN:"petitioned"
VB:"petrify" VBZ:"petrifies" VBG:"petrifying" VBD:"petrified" VBN:"petrified"
VB:"phase" VBZ:"phases" VBG:"phasing" VBD:"phased" VBN:"phased"
VB:"philander" VBZ:"philanders" VBG:"philandering" VBD:"philandered" VBN:"philandered"
VB:"philosophize" VBZ:"philosophizes" VBG:"philosophizing" VBD:"philosophized" VBN:"philosophized"
VB:"phone" VBZ:"phones" VBG:"phoning" VBD:"phoned" VBN:"phoned"
VB:"photocopy" VBZ:"photocopies" VBG:"photocopying" VBD:"photocopied" VBN:"photocopied"
VB:"photograph" VBZ:"photographs" VBG:"photographing" VBD:"photographed" VBN:"photographed"
VB:"photosensitize" VBZ:"photosensitizes" VBG:"photosensitizing" VBD:"photosensitized" VBN:"photosensitized"
VB:"photostat" VBZ:"photostats" VBG:"photostatting" VBD:"photostatted" VBN:"photostatted"
VB:"phrase" VBZ:"phrases" VBG:"phrasing" VBD:"phrased" VBN:"phrased"
VB:"pick" VBZ:"picks" VBG:"picking" VBD:"picked" VBN:"picked"
VB:"picket" VBZ:"pickets" VBG:"picketing" VBD:"picketed" VBN:"picketed"
VB:"pickle" VBZ:"pickles" VBG:"pickling" VBD:"pickled" VBN:"pickled"
VB:"picnic" VBZ:"picnics" VBG:"picnicking" VBD:"picnicked" VBN:"picnicked"
VB:"picture" VBZ:"pictures" VBG:"picturing" VBD:"pictured" VBN:"pictured"
VB:"piddle" VBZ:"piddles" VBG:"piddling" VBD:"piddled" VBN:"piddled"
VB:"piece" VBZ:"pieces" VBG:"piecing" VBD:"pieced" VBN:"pieced"
VB:"pierce" VBZ:"pierces" VBG:"piercing" VBD:"pierced" VBN:"pierced"
VB:"piffle" VBZ:"piffles" VBG:"piffling" VBD:"piffled" VBN:"piffled"
VB:"pig" VBZ:"pigs" VBG:"pigging" VBD:"pigged" VBN:"pigged"
VB:"pigeonhole" VBZ:"pigeonholes" VBG:"pigeonholing" VBD:"pigeonholed" VBN:"pigeonholed"
VB:"pile" VBZ:"piles" VBG:"piling" VBD:"piled" VBN:"piled"
VB:"pilfer" VBZ:"pilfers" VBG:"pilfering" VBD:"pilfered" VBN:"pilfered"
VB:"pillage" VBZ:"pillages" VBG:"pillaging" VBD:"pillaged" VBN:"pillaged"
VB:"pillow" VBZ:"pillows" VBG:"pillowing" VBD:"pillowed" VBN:"pillowed"
VB:"pilot" VBZ:"pilots" VBG:"piloting" VBD:"piloted" VBN:"piloted"
VB:"pimp" VBZ:"pimps" VBG:"pimping" VBD:"pimped" VBN:"pimped"
VB:"pin" VBZ:"pins" VBG:"pinning" VBD:"pinned" VBN:"pinned"
VB:"pinch" VBZ:"pinches" VBG:"pinching" VBD:"pinched" VBN:"pinched"
VB:"pine" VBZ:"pines" VBG:"pining" VBD:"pined" VBN:"pined"
VB:"ping" VBZ:"pings" VBG:"pinging" VBD:"pinged" VBN:"pinged"
VB:"pinion" VBZ:"pinions" VBG:"pinioning" VBD:"pinioned" VBN:"pinioned"
VB:"pink" VBZ:"pinks" VBG:"pinking" VBD:"pinked" VBN:"pinked"
VB:"pinnacle" VBZ:"pinnacles" VBG:"pinnacling" VBD:"pinnacled" VBN:"pinnacled"
VB:"pinpoint" VBZ:"pinpoints" VBG:"pinpointing" VBD:"pinpointed" VBN:"pinpointed"
VB:"pioneer" VBZ:"pioneers" VBG:"pioneering" VBD:"pioneered" VBN:"pioneered"
VB:"pip" VBZ:"pips" VBG:"pipping" VBD:"pipped" VBN:"pipped"
VB:"pipe" VBZ:"pipes" VBG:"piping" VBD:"piped" VBN:"piped"
VB:"pique" VBZ:"piques" VBG:"piquing" VBD:"piqued" VBN:"piqued"
VB:"pirate" VBZ:"pirates" VBG:"pirating" VBD:"pirated" VBN:"pirated"
VB:"pirouette" VBZ:"pirouettes" VBG:"pirouetting" VBD:"pirouetted" VBN:"pirouetted"
VB:"piss" VBZ:"pisses" VBG:"pissing" VBD:"pissed" VBN:"pissed"
VB:"pit" VBZ:"pits" VBG:"pitting" VBD:"pitted" VBN:"pitted"
VB:"pitch" VBZ:"pitches" VBG:"pitching" VBD:"pitched" VBN:"pitched"
VB:"pitchfork" VBZ:"pitchforks" VBG:"pitchforking" VBD:"pitchforked" VBN:"pitchforked"
VB:"pity" VBZ:"pities" VBG:"pitying" VBD:"pitied" VBN:"pitied"
VB:"pivot" VBZ:"pivots" VBG:"pivoting" VBD:"pivoted" VBN:"pivoted"
VB:"placard" VBZ:"placards" VBG:"placarding" VBD:"placarded" VBN:"placarded"
VB:"placate" VBZ:"placates" VBG:"placating" VBD:"placated" VBN:"placated"
VB:"place" VBZ:"places" VBG:"placing" VBD:"placed" VBN:"placed"
VB:"plagiarize" VBZ:"plagiarizes" VBG:"plagiarizing" VBD:"plagiarized" VBN:"plagiarized"
VB:"plague" VBZ:"plagues" VBG:"plaguing" VBD:"plagued" VBN:"plagued"
VB:"plain" VBZ:"plains" VBG:"plaining" VBD:"plained" VBN:"plained"
VB:"plait" VBZ:"plaits" VBG:"plaiting" VBD:"plaited" VBN:"plaited"
VB:"plan" VBZ:"plans" VBG:"planning" VBD:"planned" VBN:"planned"
VB:"plane" VBZ:"planes" VBG:"planing" VBD:"planed" VBN:"planed"
VB:"plank" VBZ:"planks" VBG:"planking" VBD:"planked" VBN:"planked"
VB:"plant" VBZ:"plants" VBG:"planting" VBD:"planted" VBN:"planted"
VB:"plash" VBZ:"plashes" VBG:"plashing" VBD:"plashed" VBN:"plashed"
VB:"plaster" VBZ:"plasters" VBG:"plastering" VBD:"plastered" VBN:"plastered"
VB:"plate" VBZ:"plates" VBG:"plating" VBD:"plated" VBN:"plated"
VB:"play" VBZ:"plays" VBG:"playing" VBD:"played" VBN:"played"
VB:"pleach" VBZ:"pleaches" VBG:"pleaching" VBD:"pleached" VBN:"pleached"
VB:"plead" VBZ:"pleads" VBG:"pleading" VBD:"pleaded" VBN:"pleaded"
VB:"please" VBZ:"pleases" VBG:"pleasing" VBD:"pleased" VBN:"pleased"
VB:"pleat" VBZ:"pleats" VBG:"pleating" VBD:"pleated" VBN:"pleated"
VB:"pledge" VBZ:"pledges" VBG:"pledging" VBD:"pledged" VBN:"pledged"
VB:"plight" VBZ:"plights" VBG:"plighting" VBD:"plighted" VBN:"plighted"
VB:"plod" VBZ:"plods" VBG:"plodding" VBD:"plodded" VBN:"plodded"
VB:"plonk" VBZ:"plonks" VBG:"plonking" VBD:"plonked" VBN:"plonked"
VB:"plop" VBZ:"plops" VBG:"plopping" VBD:"plopped" VBN:"plopped"
VB:"plot" VBZ:"plots" VBG:"plotting" VBD:"plotted" VBN:"plotted"
VB:"plough" VBZ:"ploughs" VBG:"ploughing" VBD:"ploughed" VBN:"ploughed"
VB:"pluck" VBZ:"plucks" VBG:"plucking" VBD:"plucked" VBN:"plucked"
VB:"plug" VBZ:"plugs" VBG:"plugging" VBD:"plugged" VBN:"plugged"
VB:"plumb" VBZ:"plumbs" VBG:"plumbing" VBD:"plumbed" VBN:"plumbed"
VB:"plume" VBZ:"plumes" VBG:"pluming" VBD:"plumed" VBN:"plumed"
VB:"plummet" VBZ:"plummets" VBG:"plummetting" VBD:"plummetted" VBN:"plummetted"
VB:"plump" VBZ:"plumps" VBG:"plumping" VBD:"plumped" VBN:"plumped"
VB:"plunder" VBZ:"plunders" VBG:"plundering" VBD:"plundered" VBN:"plundered"
VB:"plunge" VBZ:"plunges" VBG:"plunging" VBD:"plunged" VBN:"plunged"
VB:"ply" VBZ:"plies" VBG:"plying" VBD:"plied" VBN:"plied"
VB:"poach" VBZ:"poaches" VBG:"poaching" VBD:"poached" VBN:"poached"
VB:"pocket" VBZ:"pockets" VBG:"pocketing" VBD:"pocketed" VBN:"pocketed"
VB:"pod" VBZ:"pods" VBG:"podding" VBD:"podded" VBN:"podded"
VB:"point" VBZ:"points" VBG:"pointing" VBD:"pointed" VBN:"pointed"
VB:"poise" VBZ:"poises" VBG:"poising" VBD:"poised" VBN:"poised"
VB:"poison" VBZ:"poisons" VBG:"poisoning" VBD:"poisoned" VBN:"poisoned"
VB:"poke" VBZ:"pokes" VBG:"poking" VBD:"poked" VBN:"poked"
VB:"polarize" VBZ:"polarizes" VBG:"polarizing" VBD:"polarized" VBN:"polarized"
VB:"poleax" VBZ:"poleaxes" VBG:"poleaxing" VBD:"poleaxed" VBN:"poleaxed"
VB:"poleaxe" VBZ:"poleaxes" VBG:"poleaxing" VBD:"poleaxed" VBN:"poleaxed"
VB:"police" VBZ:"polices" VBG:"policing" VBD:"policed" VBN:"policed"
VB:"polish" VBZ:"polishes" VBG:"polishing" VBD:"polished" VBN:"polished"
VB:"politicize" VBZ:"politicizes" VBG:"politicizing" VBD:"politicized" VBN:"politicized"
VB:"politick" VBZ:"politicks" VBG:"politicking" VBD:"politicked" VBN:"politicked"
VB:"poll" VBZ:"polls" VBG:"polling" VBD:"polled" VBN:"polled"
VB:"pollard" VBZ:"pollards" VBG:"pollarding" VBD:"pollarded" VBN:"pollarded"
VB:"pollinate" VBZ:"pollinates" VBG:"pollinating" VBD:"pollinated" VBN:"pollinated"
VB:"pollute" VBZ:"pollutes" VBG:"polluting" VBD:"polluted" VBN:"polluted"
VB:"pomade" VBZ:"pomades" VBG:"pomading" VBD:"pomaded" VBN:"pomaded"
VB:"pommel" VBZ:"pommels" VBG:"pommelling" VBD:"pommelled" VBN:"pommelled"
VB:"ponder" VBZ:"ponders" VBG:"pondering" VBD:"pondered" VBN:"pondered"
VB:"poniard" VBZ:"poniards" VBG:"poniarding" VBD:"poniarded" VBN:"poniarded"
VB:"pontificate" VBZ:"pontificates" VBG:"pontificating" VBD:"pontificated" VBN:"pontificated"
VB:"pooh-pooh" VBZ:"pooh-poohs" VBG:"pooh-poohing" VBD:"pooh-poohed" VBN:"pooh-poohed"
VB:"pool" VBZ:"pools" VBG:"pooling" VBD:"pooled" VBN:"pooled"
VB:"pop" VBZ:"pops" VBG:"popping" VBD:"popped" VBN:"popped"
VB:"popularize" VBZ:"popularizes" VBG:"popularizing" VBD:"popularized" VBN:"popularized"
VB:"populate" VBZ:"populates" VBG:"populating" VBD:"populated" VBN:"populated"
VB:"pore" VBZ:"pores" VBG:"poring" VBD:"pored" VBN:"pored"
VB:"port" VBZ:"ports" VBG:"porting" VBD:"ported" VBN:"ported"
VB:"portend" VBZ:"portends" VBG:"portending" VBD:"portended" VBN:"portended"
VB:"portion" VBZ:"portions" VBG:"portioning" VBD:"portioned" VBN:"portioned"
VB:"portray" VBZ:"portrays" VBG:"portraying" VBD:"portrayed" VBN:"portrayed"
VB:"pose" VBZ:"poses" VBG:"posing" VBD:"posed" VBN:"posed"
VB:"posh" VBZ:"poshes" VBG:"poshing" VBD:"poshed" VBN:"poshed"
VB:"posit" VBZ:"posits" VBG:"positing" VBD:"posited" VBN:"posited"
VB:"position" VBZ:"positions" VBG:"positioning" VBD:"positioned" VBN:"positioned"
VB:"possess" VBZ:"possesses" VBG:"possessing" VBD:"possessed" VBN:"possessed"
VB:"post" VBZ:"posts" VBG:"posting" VBD:"posted" VBN:"posted"
VB:"postdate" VBZ:"postdates" VBG:"postdating" VBD:"postdated" VBN:"postdated"
VB:"postmark" VBZ:"postmarks" VBG:"postmarking" VBD:"postmarked" VBN:"postmarked"
VB:"postpone" VBZ:"postpones" VBG:"postponing" VBD:"postponed" VBN:"postponed"
VB:"postulate" VBZ:"postulates" VBG:"postulating" VBD:"postulated" VBN:"postulated"
VB:"posture" VBZ:"postures" VBG:"posturing" VBD:"postured" VBN:"postured"
VB:"pot" VBZ:"pots" VBG:"potting" VBD:"potted" VBN:"potted"
VB:"potter" VBZ:"potters" VBG:"pottering" VBD:"pottered" VBN:"pottered"
VB:"pouch" VBZ:"pouches" VBG:"pouching" VBD:"pouched" VBN:"pouched"
VB:"poultice" VBZ:"poultices" VBG:"poulticing" VBD:"poulticed" VBN:"poulticed"
VB:"pounce" VBZ:"pounces" VBG:"pouncing" VBD:"pounced" VBN:"pounced"
VB:"pound" VBZ:"pounds" VBG:"pounding" VBD:"pounded" VBN:"pounded"
VB:"pour" VBZ:"pours" VBG:"pouring" VBD:"poured" VBN:"poured"
VB:"pout" VBZ:"pouts" VBG:"pouting" VBD:"pouted" VBN:"pouted"
VB:"powder" VBZ:"powders" VBG:"powdering" VBD:"powdered" VBN:"powdered"
VB:"power" VBZ:"powers" VBG:"powering" VBD:"powered" VBN:"powered"
VB:"power-dive" VBZ:"power-dives" VBG:"power-diving" VBD:"power-dived" VBN:"power-dived"
VB:"powwow" VBZ:"powwows" VBG:"powwowing" VBD:"powwowed" VBN:"powwowed"
VB:"pr_ecis" VBZ:"pr_ecises" VBG:"pr_ecising" VBD:"pr_ecised" VBN:"pr_ecised"
VB:"practise" VBZ:"practises" VBG:"practising" VBD:"practised" VBN:"practised"
VB:"praise" VBZ:"praises" VBG:"praising" VBD:"praised" VBN:"praised"
VB:"prance" VBZ:"prances" VBG:"prancing" VBD:"pranced" VBN:"pranced"
VB:"prate" VBZ:"prates" VBG:"prating" VBD:"prated" VBN:"prated"
VB:"prattle" VBZ:"prattles" VBG:"prattling" VBD:"prattled" VBN:"prattled"
VB:"prawn" VBZ:"prawns" VBG:"prawning" VBD:"prawned" VBN:"prawned"
VB:"pray" VBZ:"prays" VBG:"praying" VBD:"prayed" VBN:"prayed"
VB:"pre-empt" VBZ:"pre-empts" VBG:"pre-empting" VBD:"pre-empted" VBN:"pre-empted"
VB:"pre-exist" VBZ:"pre-exists" VBG:"pre-existing" VBD:"pre-existed" VBN:"pre-existed"
VB:"preach" VBZ:"preaches" VBG:"preaching" VBD:"preached" VBN:"preached"
VB:"preachify" VBZ:"preachifies" VBG:"preachifying" VBD:"preachified" VBN:"preachified"
VB:"prearrange" VBZ:"prearranges" VBG:"prearranging" VBD:"prearranged" VBN:"prearranged"
VB:"precede" VBZ:"precedes" VBG:"preceding" VBD:"preceded" VBN:"preceded"
VB:"precipitate" VBZ:"precipitates" VBG:"precipitating" VBD:"precipitated" VBN:"precipitated"
VB:"preclude" VBZ:"precludes" VBG:"precluding" VBD:"precluded" VBN:"precluded"
VB:"preconceive" VBZ:"preconceives" VBG:"preconceiving" VBD:"preconceived" VBN:"preconceived"
VB:"predecease" VBZ:"predeceases" VBG:"predeceasing" VBD:"predeceased" VBN:"predeceased"
VB:"predestinate" VBZ:"predestinates" VBG:"predestinating" VBD:"predestinated" VBN:"predestinated"
VB:"predestine" VBZ:"predestines" VBG:"predestining" VBD:"predestined" VBN:"predestined"
VB:"predetermine" VBZ:"predetermines" VBG:"predetermining" VBD:"predetermined" VBN:"predetermined"
VB:"predicate" VBZ:"predicates" VBG:"predicating" VBD:"predicated" VBN:"predicated"
VB:"predict" VBZ:"predicts" VBG:"predicting" VBD:"predicted" VBN:"predicted"
VB:"predigest" VBZ:"predigests" VBG:"predigesting" VBD:"predigested" VBN:"predigested"
VB:"predispose" VBZ:"predisposes" VBG:"predisposing" VBD:"predisposed" VBN:"predisposed"
VB:"predominate" VBZ:"predominates" VBG:"predominating" VBD:"predominated" VBN:"predominated"
VB:"preen" VBZ:"preens" VBG:"preening" VBD:"preened" VBN:"preened"
VB:"prefabricate" VBZ:"prefabricates" VBG:"prefabricating" VBD:"prefabricated" VBN:"prefabricated"
VB:"preface" VBZ:"prefaces" VBG:"prefacing" VBD:"prefaced" VBN:"prefaced"
VB:"prefer" VBZ:"prefers" VBG:"preferring" VBD:"preferred" VBN:"preferred"
VB:"prefigure" VBZ:"prefigures" VBG:"prefiguring" VBD:"prefigured" VBN:"prefigured"
VB:"prefix" VBZ:"prefixes" VBG:"prefixing" VBD:"prefixed" VBN:"prefixed"
VB:"preheat" VBZ:"preheats" VBG:"preheating" VBD:"preheated" VBN:"preheated"
VB:"prejudge" VBZ:"prejudges" VBG:"prejudging" VBD:"prejudged" VBN:"prejudged"
VB:"prejudice" VBZ:"prejudices" VBG:"prejudicing" VBD:"prejudiced" VBN:"prejudiced"
VB:"prelude" VBZ:"preludes" VBG:"preluding" VBD:"preluded" VBN:"preluded"
VB:"premeditate" VBZ:"premeditates" VBG:"premeditating" VBD:"premeditated" VBN:"premeditated"
VB:"premise" VBZ:"premises" VBG:"premising" VBD:"premised" VBN:"premised"
VB:"premiss" VBZ:"premisses" VBG:"premissing" VBD:"premissed" VBN:"premissed"
VB:"preoccupy" VBZ:"preoccupies" VBG:"preoccupying" VBD:"preoccupied" VBN:"preoccupied"
VB:"preordain" VBZ:"preordains" VBG:"preordaining" VBD:"preordained" VBN:"preordained"
VB:"prepare" VBZ:"prepares" VBG:"preparing" VBD:"prepared" VBN:"prepared"
VB:"prepay" VBZ:"prepays" VBG:"prepaying" VBD:"prepaid" VBN:"prepaid"
VB:"preponderate" VBZ:"preponderates" VBG:"preponderating" VBD:"preponderated" VBN:"preponderated"
VB:"prepossess" VBZ:"prepossesses" VBG:"prepossessing" VBD:"prepossessed" VBN:"prepossessed"
VB:"prerecord" VBZ:"prerecords" VBG:"prerecording" VBD:"prerecorded" VBN:"prerecorded"
VB:"presage" VBZ:"presages" VBG:"presaging" VBD:"presaged" VBN:"presaged"
VB:"prescribe" VBZ:"prescribes" VBG:"prescribing" VBD:"prescribed" VBN:"prescribed"
VB:"present" VBZ:"presents" VBG:"presenting" VBD:"presented" VBN:"presented"
VB:"preserve" VBZ:"preserves" VBG:"preserving" VBD:"preserved" VBN:"preserved"
VB:"preside" VBZ:"presides" VBG:"presiding" VBD:"presided" VBN:"presided"
VB:"press" VBZ:"presses" VBG:"pressing" VBD:"pressed" VBN:"pressed"
VB:"presume" VBZ:"presumes" VBG:"presuming" VBD:"presumed" VBN:"presumed"
VB:"presuppose" VBZ:"presupposes" VBG:"presupposing" VBD:"presupposed" VBN:"presupposed"
VB:"pretend" VBZ:"pretends" VBG:"pretending" VBD:"pretended" VBN:"pretended"
VB:"prettify" VBZ:"prettifies" VBG:"prettifying" VBD:"prettified" VBN:"prettified"
VB:"prevail" VBZ:"prevails" VBG:"prevailing" VBD:"prevailed" VBN:"prevailed"
VB:"prevaricate" VBZ:"prevaricates" VBG:"prevaricating" VBD:"prevaricated" VBN:"prevaricated"
VB:"prevent" VBZ:"prevents" VBG:"preventing" VBD:"prevented" VBN:"prevented"
VB:"preview" VBZ:"previews" VBG:"previewing" VBD:"previewed" VBN:"previewed"
VB:"prey" VBZ:"preys" VBG:"preying" VBD:"preyed" VBN:"preyed"
VB:"price" VBZ:"prices" VBG:"pricing" VBD:"priced" VBN:"priced"
VB:"prick" VBZ:"pricks" VBG:"pricking" VBD:"pricked" VBN:"pricked"
VB:"prickle" VBZ:"prickles" VBG:"prickling" VBD:"prickled" VBN:"prickled"
VB:"pride" VBZ:"prides" VBG:"priding" VBD:"prided" VBN:"prided"
VB:"prim" VBZ:"prims" VBG:"primming" VBD:"primmed" VBN:"primmed"
VB:"prime" VBZ:"primes" VBG:"priming" VBD:"primed" VBN:"primed"
VB:"primp" VBZ:"primps" VBG:"primping" VBD:"primped" VBN:"primped"
VB:"prink" VBZ:"prinks" VBG:"prinking" VBD:"prinked" VBN:"prinked"
VB:"print" VBZ:"prints" VBG:"printing" VBD:"printed" VBN:"printed"
VB:"prise" VBZ:"prises" VBG:"prising" VBD:"prised" VBN:"prised"
VB:"prize" VBZ:"prizes" VBG:"prizing" VBD:"prized" VBN:"prized"
VB:"probate" VBZ:"probates" VBG:"probating" VBD:"probated" VBN:"probated"
VB:"probe" VBZ:"probes" VBG:"probing" VBD:"probed" VBN:"probed"
VB:"proceed" VBZ:"proceeds" VBG:"proceeding" VBD:"proceeded" VBN:"proceeded"
VB:"process" VBZ:"processes" VBG:"processing" VBD:"processed" VBN:"processed"
VB:"process" VBZ:"processes" VBG:"processing" VBD:"processed" VBN:"processed"
VB:"proclaim" VBZ:"proclaims" VBG:"proclaiming" VBD:"proclaimed" VBN:"proclaimed"
VB:"procrastinate" VBZ:"procrastinates" VBG:"procrastinating" VBD:"procrastinated" VBN:"procrastinated"
VB:"procreate" VBZ:"procreates" VBG:"procreating" VBD:"procreated" VBN:"procreated"
VB:"procure" VBZ:"procures" VBG:"procuring" VBD:"procured" VBN:"procured"
VB:"prod" VBZ:"prods" VBG:"prodding" VBD:"prodded" VBN:"prodded"
VB:"produce" VBZ:"produces" VBG:"producing" VBD:"produced" VBN:"produced"
VB:"profane" VBZ:"profanes" VBG:"profaning" VBD:"profaned" VBN:"profaned"
VB:"profess" VBZ:"professes" VBG:"professing" VBD:"professed" VBN:"professed"
VB:"proffer" VBZ:"proffers" VBG:"proffering" VBD:"proffered" VBN:"proffered"
VB:"profile" VBZ:"profiles" VBG:"profiling" VBD:"profiled" VBN:"profiled"
VB:"profit" VBZ:"profits" VBG:"profiting" VBD:"profited" VBN:"profited"
VB:"profiteer" VBZ:"profiteers" VBG:"profiteering" VBD:"profiteered" VBN:"profiteered"
VB:"prognosticate" VBZ:"prognosticates" VBG:"prognosticating" VBD:"prognosticated" VBN:"prognosticated"
VB:"program" VBZ:"programs" VBG:"programming" VBD:"programmed" VBN:"programmed"
VB:"programme" VBZ:"programmes" VBG:"programming" VBD:"programmed" VBN:"programmed"
VB:"progress" VBZ:"progresses" VBG:"progressing" VBD:"progressed" VBN:"progressed"
VB:"prohibit" VBZ:"prohibits" VBG:"prohibiting" VBD:"prohibited" VBN:"prohibited"
VB:"project" VBZ:"projects" VBG:"projecting" VBD:"projected" VBN:"projected"
VB:"prolapse" VBZ:"prolapses" VBG:"prolapsing" VBD:"prolapsed" VBN:"prolapsed"
